url,weekid,week_position,song,artist,songid,instance,previous_week_position,peak_position,weeks_on_chart,debut_position,year,month,genre
http://www.billboard.com/charts/hot-100/2004-12-04,12/4/2004,78,Days Go By,Keith Urban,Days Go ByKeith Urban,1,68,31,20,72,2004,12,country
http://www.billboard.com/charts/hot-100/2004-06-26,6/26/2004,67,You'll Think Of Me,Keith Urban,You'll Think Of MeKeith Urban,1,62,24,20,69,2004,6,country
http://www.billboard.com/charts/hot-100/2003-12-27,12/27/2003,67,Who Wouldn't Wanna Be Me,Keith Urban,Who Wouldn't Wanna Be MeKeith Urban,1,65,30,20,75,2003,12,country
http://www.billboard.com/charts/hot-100/2003-07-19,7/19/2003,97,Raining On Sunday,Keith Urban,Raining On SundayKeith Urban,1,96,38,19,69,2003,7,country
http://www.billboard.com/charts/hot-100/2002-12-28,12/28/2002,46,Somebody Like You,Keith Urban,Somebody Like YouKeith Urban,1,37,23,20,73,2002,12,country
http://www.billboard.com/charts/hot-100/2001-10-27,10/27/2001,91,Where The Blacktop Ends,Keith Urban,Where The Blacktop EndsKeith Urban,1,86,35,20,78,2001,10,country
http://www.billboard.com/charts/hot-100/2001-05-05,5/5/2001,81,But For The Grace Of God,Keith Urban,But For The Grace Of GodKeith Urban,1,77,37,20,81,2001,5,country
http://www.billboard.com/charts/hot-100/2002-05-18,5/18/2002,81,Nothing In This World,KeKe Wyatt Featuring Avant,Nothing In This WorldKeKe Wyatt Featuring Avant,1,77,27,20,75,2002,5,
http://www.billboard.com/charts/hot-100/2004-02-28,2/28/2004,35,Milkshake,Kelis,MilkshakeKelis,1,27,3,22,95,2004,2,
http://www.billboard.com/charts/hot-100/2006-09-30,9/30/2006,45,Bossy,Kelis Featuring Too $hort,BossyKelis Featuring Too $hort,1,35,16,20,93,2006,9,
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,15,Already Gone,Kelly Clarkson,Already GoneKelly Clarkson,2,13,13,20,70,2009,12,pop
http://www.billboard.com/charts/hot-100/2009-08-29,8/29/2009,94,I Do Not Hook Up,Kelly Clarkson,I Do Not Hook UpKelly Clarkson,1,82,20,18,88,2009,8,pop
http://www.billboard.com/charts/hot-100/2009-07-11,7/11/2009,44,My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without YouKelly Clarkson,1,48,1,24,97,2009,7,pop
